           0 ps U U U U U U U U UUUUUU UUUUUUUUUU UUU
   188000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   188500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   189000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   189500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   190000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   190500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   191000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   191500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   192000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   192500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   193000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   193500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   194000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   194500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   195000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   195500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   196000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   196500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   197000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   197500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   198000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   198500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   199000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   199500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   200000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   200500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   201000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   201500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   202000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   202500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   203000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   203500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   204000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   204500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   205000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   205500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   206000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   206500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   207000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   207500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   208000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   208500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   209000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   209500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   210000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   210500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   211000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   211500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   212000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   212500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   213000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   213500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   214000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   214500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   215000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   215500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   216000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   216500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   217000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   217500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   218000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   218500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   219000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   219500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   220000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   220500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   221000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   221500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   222000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   222500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   223000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   223500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   224000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   224500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   225000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   225500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   226000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   226500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   227000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   227500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   228000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   228500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   229000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   229500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   230000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   230500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   231000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   231500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   232000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   232500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   233000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   233500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   234000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   234500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   235000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   235500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   236000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   236500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   237000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   237500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   238000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   238500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   239000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   239500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   240000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   240500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   241000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   241500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   242000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   242500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   243000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   243500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   244000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   244500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   245000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   245500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   246000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   246500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   247000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   247500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   248000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   248500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   249000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   249500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   250000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   250500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   251000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   251500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   252000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   252500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   253000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   253500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   254000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   254500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   255000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   255500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   256000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   256500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   257000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   257500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   258000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   258500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   259000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   259500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   260000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   260500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   261000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   261500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   262000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   262500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   263000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   263500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   264000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   264500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   265000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   265500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   266000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   266500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   267000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   267500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   268000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   268500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   269000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   269500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   270000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   270500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   271000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   271500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   272000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   272500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   273000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   273500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   274000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   274500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   275000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   275500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   276000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   276500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   277000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   277500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   278000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   278500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   279000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   279500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   280000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   280500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   281000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   281500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   282000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   282500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   283000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   283500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   284000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   284500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   285000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   285500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   286000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   286500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   287000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   287500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   288000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   288500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   289000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   289500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   290000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   290500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   291000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   291500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   292000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   292500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   293000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   293500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   294000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   294500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   295000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   295500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   296000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   296500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   297000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   297500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   298000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   298500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   299000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   299500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   300000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   300500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   301000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   301500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   302000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   302500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   303000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   303500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   304000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   304500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   305000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   305500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   306000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   306500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   307000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   307500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   308000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   308500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   309000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   309500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   310000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   310500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   311000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   311500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   312000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   312500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   313000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   313500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   314000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   314500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   315000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   315500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   316000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   316500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   317000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   317500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   318000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   318500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   319000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   319500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   320000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   320500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   321000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   321500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   322000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   322500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   323000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   323500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   324000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   324500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   325000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   325500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   326000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   326500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   327000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   327500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   328000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   328500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   329000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   329500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   330000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   330500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   331000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   331500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   332000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   332500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   333000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   333500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   334000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   334500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   335000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   335500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   336000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   336500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   337000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   337500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   338000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   338500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   339000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   339500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   340000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   340500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   341000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   341500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   342000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   342500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   343000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   343500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   344000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   344500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   345000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   345500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   346000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   346500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   347000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   347500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   348000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   348500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   349000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   349500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   350000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   350007678 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   350500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   351000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   351500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   352000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   352500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   353000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   353500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   354000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   354500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   355000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   355500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   356000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   356500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   357000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   357500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   358000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   358500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   359000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   359500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   360000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   360500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   361000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   361500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   362000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   362500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   363000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   363500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   364000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   364500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   365000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   365500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   366000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   366500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   367000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   367500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   368000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   368500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   369000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   369500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   370000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   370500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   371000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   371500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   372000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   372500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   373000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   373500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   374000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   374500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   375000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   375500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   376000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   376500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   377000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   377500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   378000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   378500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   379000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   379500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   380000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   380500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   381000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   381500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   382000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   382500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   383000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   383500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   384000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   384500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   385000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   385500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   386000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   386500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   387000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   387500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   388000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   388500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   389000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   389500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   390000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   390500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   391000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
   391500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 001
   392000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 001
